,label,sentence
1265,1, रबि को सपोटर हरु देखेर सरकार भ्रस्टचारी माफिया र झोले हरु को मुटु थरररर कामिरा को होला ।
1266,1, रबि को सपोटर हरु देखेर सरकार भ्रस्टचारी माफिया र झोले हरु को मुटु थरररर कामिरा को होला ।
1267,0, हाम्रा बाऊ आमा मेहनत को फल मिठोहुन्छ भन्नुहुन्थ्यो यहिहोला ।
1268,0," हाम्रो देश हाम्रो रबि दाइ जिन्दावाद , धेरै खुशि लाग्यो ।"
1269,1, चारै तिर बाट घेरेर लुछ्नै खोज्छन यार      ।
1270,1, यी जिन्दगि मा पहिलो पटक मोबाइल चलाये का पागल हरुलाइ चै रबि जि को आखै छोपेर सेल्फी लिन पर्या छ खाते हरुलाइ ।
1271,1, यी जिन्दगि मा पहिलो पटक मोबाइल चलाये का पागल हरुलाइ चै रबि जि को आखै छोपेर सेल्फी लिन पर्या छ खाते हरुलाइ ।
1272,0, बिचरा युबराज कति माया लाग्दो युबराज पनि रबि को सहकर्मी हो किन उस्लाइ वास्ता नगरे को होला मलाइ त युबराज को पो माया लाग्यो ।
1273,0, बिचरा युबराज कति माया लाग्दो युबराज पनि रबि को सहकर्मी हो किन उस्लाइ वास्ता नगरे को होला मलाइ त युबराज को पो माया लाग्यो ।
1274,0, हाइ दादा रबि नमस्कार हजुर त हाम्रो हामी तीन करोड जन्ता को भगवान हो जै जै रबि सर ।
1275,0, हाइ दादा रबि नमस्कार हजुर त हाम्रो हामी तीन करोड जन्ता को भगवान हो जै जै रबि सर ।
1276,1, पशु अन्ध भक्त हरु नाटक राम्रो कुरा राम्रो नै हुन्छ ।
1277,1, प्रचनडे ले गरे को देखेकाे हामी ले काम याे हाेकि उसकाे अाफनता लाई जागिर खुवाउने मात्रै अब याे दिन गय ।
1278,0, यो खुसि मा रबि को आमा बुवा लाई पनि संगै भय को भय आमा बुवा पनि कति खुसी हुनु हुन्थ्यो होला ।
1279,0, हामी ढुक्क छौ दाजु अब आउने चुनाव मा दाइ नेपाल को पोहिलो युवा प्रधानमन्त्री बन्नु हुन्छ भन्ने मा ।
1280,0, रबि दादा देश को प्रधानमन्त्री हुनै पर्छ ।
1281,0, जय रवि दाइ देश बिकास मा नेपाली जनता लाई सधै साथ दिनुस है ।
1282,0, तपाइँकाे महानता अझैं उचाइ मा पुग्न सकोस् शुभ कामना भाइ लाई ।
1283,0," रबि जी , लाई जीवन मा थप उर्जा प्राप्ती होस् भन्ने शुभ कामना छ ।"
1284,0," रबि सर माथी सबै ले भरोसा र बिस्वास गरे का छन , मंत्री भय पछी देश र जन्ता को लागी ।"
1285,0, सय मा सत्तरि प्रसेन्ट जन्ता रबि को ढुकढुकि हुन ।
1286,0, रबि दादा लाई छिट्टै प्रधानमन्त्री भा को हेर्ने चाहाने को को हुनु हुन्छ यता हाजिरी गर्नु जय देश जय रवि दादा ।
1287,0, रबि दादा लाई छिट्टै प्रधानमन्त्री भा को हेर्ने चाहाने को को हुनु हुन्छ यता हाजिरी गर्नु जय देश जय रवि दादा ।
1288,0, पाउनाकाे स्वागत गर्नु धेरै राम्रो हाे तर बिक सित मुलुकका्े सि सग भ्रष्ट चार मुलुककाे बि उभियका्े सुअायन ।
1289,1, पाउनाकाे स्वागत गर्नु धेरै राम्रो हाे तर बिक सित मुलुकका्े सि सग भ्रष्ट चार मुलुककाे बि उभियका्े सुअायन ।
1290,1, कति करोड लिएर आयेछ त चिना बुढाे ?
1291,1, जतिसुकै ठूल्ठूला नेता भनाउँदा हरु अाएर सम्झौता गरेपनि गरिब खाल्डा को खाल्डोमै हो ।
1292,1, गर्ने केही होइन महिना पछि बिदेशी भित्रा को छ सड्क मा भो का नाङ्गा हरु मरि रहे का छ ।
1293,0, यो पल हाम्रो लागि महत्त्व पुर्ण छ ।
1294,1, सि जि पिङ लाई स्वागत भने भव्य गरेछ है दाम्ना हरु ले ।
1295,0, भारतीय ले नाकबन्द गर्दा चाइना ले सहयोग गरे को होकि हैन साथि हरु ।
1296,1, म लाई त अरु भन्दा नि यो भतुवा नेता हरु देखेर लातो रिस उथेर आयो है ।
1297,1, म लाई त अरु भन्दा नि यो भतुवा नेता हरु देखेर लातो रिस उथेर आयो है ।
1298,0, #ज्य नेपाल् #ज्य शम्भु ।
1299,1, नेपालि को इज्जत फाक्यो कुकुर कुकुर्नी हरु ले पाहुनालाइ राम्रो सङ स्वागत गरेन कम्सेकम २ हात जोदि नमस्ते त गर्नु पर्छ नि ।
1300,0, बिदेशी पाहुना लाई स्वागत गर्नु हाम्रो धर्म पनि हो ।
1301,0, C जिन्ग् पिन्ग् Oम्ग् देख्न पाउनु नि भाग्यमानी ठान्छु म त मदन भन्डारी पछि कोइ देखिएन देश बिकास गर्नु पर्छ भन्ने प्म् ।
1302,1, साडी समाल्न धौ भाछ बिचरी लाई ।
1303,0, स्वागत छ चिनियाँ राष्टपति लाई ।
1304,1, भष्टचारि हरु को चटक नि देखियो नेपाल मा ।
1305,1," लाज पचे का नकचरा नेता हरु केही गरुम अब केही सकिम अब दुनियाँ कहाँ देखि कहाँ पुगिसके को छ तिमी स्याल नेता हरु आफ्नो दुनु सोझ्याउन , होईन देश सोझ्याउन तिर लाग ।"
1306,1, बातो मा नाचे को जति सबै नेकपा का झोले हरु त होला नि ।
1307,0, स्वागत भब्य र सब्य छ ।
1308,0, नेपाल र नेपालि को लागि आज खुसि को दिन हो ।
1309,1, एक बिदेशी को अँखा मा छारो लगाएर रातभर खटेर राम्रो सरसफाइ देखाउने कम्युनिस्ट रिप ।
1310,0, नेता लाई गाली गलोज गर्नु मुर्खता हो !
1311,0, नेता ठाउँ मा भएर काम गर्न सजिलो छैन !
1312,1, जो असिक्षित हुन उनि हरु ले नेता को मान हानी गर्छन् !
1313,0, सु स्वागत छिमेकी दाजै लाई दछिण तिर को छिमेकी हरु चाहिँ नाक फुलिरा को होलान् ।
1314,0, नेपाली ले जहि ले पनि अरु लाई राम्रो नै गर्छ ।
1315,0, सडक मा पातकि हरु लाई किन नचाय का हाेलान ।
1316,0, पाहुना को स्वागत भब्य रुप मा गरौ जय नेपाल ।
1317,1, सि जिन पिङ बाट सिक दलाल झोले हाम्रो देश को नेता ले चीन कसरी प्रगति को पथ मा लम्किए को छ भनेर !
1318,0, स्वागत छ उहालाइ नेपाल सङ को सम्बन्ध जुनि जुनि अजर र अम्बर होस ।
1319,0, स्वागत छ उहालाइ नेपाल सङ को सम्बन्ध जुनि जुनि अजर र अम्बर होस ।
1320,0,  येशू ख्रीष्ट परमेश्वर को पुत्र हुनुहुन्छ र यदि तपाईं ले उहाँ लाई विश्वास गर्नुभयो भने तपाईं अनन्त जीवन को प्रतिज्ञा गर्नुहुन्छ ।
1321,0, ल बबाल भए छ   ।
1322,0, जय देश जय नेपाल !
1323,0, जे होस भारत को मन्त्री लाई भन्दा धेरै राम्रो स्वागत गरे को मा धेरै खुशी लाग्यो !
1324,0, जे होस ठुलै उपलब्धि हो ।
1325,0," आसा गरौं हामि चिन ले बारम्बार सहयोग गर्दै आए को छ , अब त दरिलो बनाउन सकिन्छ कि हेरम , कम्युनिस्ट पावर त सबै राजनीतिक दल र आम नेपाली जनता ले देखिहालेम , अझै समय बाकि छ बिकास गरे को हेर्न आतुर छम , ऊखान टुक् का वास्तब मा गरे का थिए त हाम्रो बाजे ले ।"
1326,0, सधै यस्तो भय आहा मेरो देश ।
1327,1, बिचरा चीन को राश्ट्रपती नेपाल सबै तिर यतिकओ राम्रो रहेछ भनेर भ्रम मा पर्यो होला ।
1328,0, वेलायत मा महेन्द्र राजा जादा जस्तै स्वागत देखीयो स्वागत रामो छ् ।
1329,0, नेपाल हो कि बिदेश हो आफ्नै देश चिन्न गारो पर्यो आझ आफ्नो देश सधै यस्तै सफा हरियाली भए को देख्न पाईवस् हेअर्तिल्य् wएल्ल्चोमे सिर् ।
1330,0,  चिन बाट नेपाल भ्रमण आउनु भए को सि जिङ्पिङ् लाइ नेपाल र नेपालि को हार्दिक स्वागत छ ।
1331,1, देश बिकाश गर्ने थाहा छैन यिनि हरु का नखरा ।
1332,0, चिनी आँउदा खुसी हुने भर्ती आउँदा रिस उठ्ने को को हुन्छ यता हाजिर गरम्त ।
1333,1, चिनी आँउदा खुसी हुने भर्ती आउँदा रिस उठ्ने को को हुन्छ यता हाजिर गरम्त ।
1334,1," यो सफाई लाई निरनतरता दिन हामी भेडो , फोरि नेपाली पनि १ हुन परछ ।"
1335,0, अब देस बिकास भए को हेर्न धेरै चाहाना छ ।
1336,0, पाहुना आउदा मात्रै होइन अगि पछि पनि यहि गति लियर बिकास गर्नु येक बर्स भित्र नेपाल को मुहारै चेन्ज हुन्छ झुत् को खेती बन्द गरेर सच्चाइ को खेती यसरी गरिन्छ सर्कार ।
1337,0, हजुर हरु ले आत्नुस असम्भब केही छैन ।
1338,1, आफ्नो श्रीमान को रगत बेच्ने ले देश बेच्नु ठूलो कुरा होइन ।
1339,1, चिनियाँ हरू यी भातमारा लाई टेर्दैनन् तिन को एजेण्डा राजा र् ओरोब् हो ।
1340,1, विद्यादेवी न बुद्धि ले न अनुहार ले देश को प्रतिनिधित्व गर्ने योग्य होइनन् ।
1341,0, नेपाल को अन्तर्राष्ट्रिय सम्बन्ध भारत को चङ्गुल बाट निकालेर ओलि ले बिश्वाब्यापि बनाए ।
1342,0, स्वागतम सु स्वागतम सु स्वागतम रास्तपती सि पिङ ज्यु ।
1343,1, मगन्ते हरू को नक्कली स्वागत ।
1344,1, मगन्ते हरू को नक्कली स्वागत ।
1345,1, ठूलो भाग पाउला र लुच्ची लुच्ची खाउला भनेर गिद्ध जसरी बसिरहे का छन् ।
1346,0, विश्व को शक्तिशाली राष्ट्र को प्रमुख नेपाल मा पाल्नु भने को सानो कुरा हैन ।
1347,0, हामी नेपाली ले चीन बाट धेरै कुरा सिक्नु छl ःएअर्त्ल्य् wएल्चोमे इन् णेपल् Pं षिइ जि न्ग् पिए ।
1348,0, हामी नेपाली ले चीन बाट धेरै कुरा सिक्नु छl ःएअर्त्ल्य् wएल्चोमे इन् णेपल् Pं षिइ जि न्ग् पिए ।
1349,0, सारै मनपरो मुम्बई देखी मेसेज गर्दै ।
1350,1, उता धोती हरु जलि रा को होला चिनियाँ रास्ट्रपति आउँदा ।
1351,1, उता धोती हरु जलि रा को होला चिनियाँ रास्ट्रपति आउँदा ।
1352,1, काठमान्डौ का खाल्डा हरु देखाउन छाडेर यस्तो देखायर के गर्न खोजे का हुन बाहिर सुन भित्र पितल जस्तो भयो सरकार ।
1353,1, पाहुना हरु बाट केहि सिक है गोबर गणेश नेता हरु चीन को जस्तो तिब्रता समाउन सक्छौ त ?
1354,0, नेपाली हरु सबै लाई खुशी को क्षेण राम्रो काम गरे को छ यो सरकार ले ।
1355,0, हाम्रो रोल्पाली को मौलिक गाजा बाजा ले स्वागत गरिएछ साह्रै खुशी लाग्यो ।
1356,0, Wएल्ल् चोमे छ हाम्रो देश नेपाल मा ।
1357,0, काठमाडौ को मुहार फेरियछ खुसी लाग्यो ।
1358,1, के नाचे को हौ तेस्तो बरु फरिया उचालेर देखाइ देउ नेपाली यस्तो हुन्छ भनेर जाठी हो ।
1359,1, थापा ज्यू धेरै गफ नमार्नु ।
1360,1, तोते नेता ज्यू ले काँग्रेस डुवाउन थाले ।
1361,1, समय आए पछि सबै भ्रष्ट नेता हरु मर्नेछन ।
1362,1, सहि कुरा के पि को अस्तित्व हरास हुदैछ !
1363,0, एकदमै सहि कुरा गर्नु भयो गगन दाइ हजुर ले ।
1364,1, खै मुख्लेत बोल्छौ तर तिमि मा पनि दम छ जस्तोत लागेन ।
1365,1," बाख्रा चोरेर खादा त चुपचाप बसे नेपाली जनता अनि के को आसा गगने बाट अर्को कुरा राष्ट्रघाती माधवकुमार ले , ``राम्रो बोल्यौ´´ भन्दै मा , तिम् लाई नेपाली जनता ले राम्रो मान्दैनन् ; खोला बेचुवा को अनुयायी ।"
1366,1," बाख्रा चोरेर खादा त चुपचाप बसे नेपाली जनता अनि के को आसा गगने बाट अर्को कुरा राष्ट्रघाती माधवकुमार ले , ``राम्रो बोल्यौ´´ भन्दै मा , तिम् लाई नेपाली जनता ले राम्रो मान्दैनन् ; खोला बेचुवा को अनुयायी ।"
1367,0, जहि ले पनि जनता को आवाज बोल्ने कोसिस गर्नुहोला धन्यवाद !
1368,1, यिन काे गुन्डा पनि धेरै नै छन् कुरा मात्रै ठुला हुन ।
1369,1, गगन को गनगन धेरै भो !
1370,1, कुरा गर्दा त जस् ले नि राम्रो गर्छ तर थाउ पाये पछि तेहि हो जस् को नि आफ्नो गोजि भर्ने काम गर्छ जन्ता को हित को लागि कहिले बिकास गरेन हाम्रो नेपाल को नेता हरु ले खाली जन्ता लाई लुत्ने काम गर्छ ।
1371,1, कुरा गर्दा त जस् ले नि राम्रो गर्छ तर थाउ पाये पछि तेहि हो जस् को नि आफ्नो गोजि भर्ने काम गर्छ जन्ता को हित को लागि कहिले बिकास गरेन हाम्रो नेपाल को नेता हरु ले खाली जन्ता लाई लुत्ने काम गर्छ ।
1372,1, हाती देखाऊ दाद तेरो राजनीति ।
1373,0, कुरा त ठिक हो गगन दाइ को ।
1374,0, तर काम पनि कुरा जस्तै गर्नु हुन्छ भने आशा गरे को छौँ ।
1375,1, गगन थापा नेपाली जनता को आशा भरोसा भए को एक मात्र नेता सडक मा आउनु पर्यो नेपाली काङ्ग्रेस र यो भ्रष्टाचारी दलाल सरकार लाइ ढाल्नु पर्छ ।
1376,1, यो मुजी पनि कामछैन सरकार मा जानेबेला सिन् का भाचेन अहिले भुक्छ मुजी ।
1377,1, यो काङ्ग्रेस भस्ट्चार गर्ने हो चोर हो भनेर र कम्युनिस्ट बलत्कार हत्यारा भनेर यस्ता कुकुर हरु लाई भोट दिएर केही हुदैन अब हामि ले सबै सचेत भै सके को छौ र हुनु पर्छ यो चोर हरु लाई पत्यसाप गर्नु पर्छ ।
1378,1, यो काङ्ग्रेस भस्ट्चार गर्ने हो चोर हो भनेर र कम्युनिस्ट बलत्कार हत्यारा भनेर यस्ता कुकुर हरु लाई भोट दिएर केही हुदैन अब हामि ले सबै सचेत भै सके को छौ र हुनु पर्छ यो चोर हरु लाई पत्यसाप गर्नु पर्छ ।
1379,0, प्रतिपक्षी मा बस्दा गगन ज्यु भ्रस्टा मा लुटतन्त्र गरिस तर अहिले बिपक्षी मा भाषण मा राम्रो सँग भनेर तेल लगाएर चिल्लो परे सरह सर्वासधारण अाम नेपाली जनता हरु को मन पग्लनु जान्ने हरु मात्र नेता हुन्छन भन्दा दुईमत हुनै सक्दैनन् चेतना भया !
1380,0," प्रतिपक्ष मा यहि एउ टा मात्र मानव रैछन बा की सबै दानव , राक्षस रैछन ।"
1381,0," प्रतिपक्ष मा यहि एउ टा मात्र मानव रैछन बा की सबै दानव , राक्षस रैछन ।"
1382,1," हामी ले गगन थापा जि को जस्तो भासण त कति सुन्यौं कति तर एउ टा कुरा नेपाली ले बुझुन हहि ले विशेष गरिकन एउ टा ले अर्को को खुट्टा तान्ने र पाती , जाति , धर्म , को अनावश्यक बिसय बस्तु उथाएर नेपाली नेपाली बिच लदाउने खेल हुदैछ !"
1383,0, 100% सहि कुरा गर्नु भयो / ।
1384,1, म लाई त यो मावबादी मनै पर्दैन तर गगन ले गरे को कुरा ठिक छ अब यो सरकार ढाल्नु पर्छ ।
1385,0, म लाई त यो मावबादी मनै पर्दैन तर गगन ले गरे को कुरा ठिक छ अब यो सरकार ढाल्नु पर्छ ।
1386,1, यो सरकार ले गल्ती सुधार गर्ने र गल्ती गरे को छु भन्ने बोधनै गर्दैन अनि कसरि जनचाहना को कुरा गर्नु ।
1387,1, कांग्रेस भ्रष्ट भयो कम्युनिस्ट हत्यारा राजा नै ठिक छ इ दुई भन्दा ।
1388,0, कांग्रेस भ्रष्ट भयो कम्युनिस्ट हत्यारा राजा नै ठिक छ इ दुई भन्दा ।
1389,1, रेणु लाई काधा हालेर जिताउने तिमेरु कांग्रेस नै हौ ।
1390,0, गगन थापा धेरै राम्रो नेता हुन इन् लाई म सलुट गर्छु ।
1391,0, गगन थापा धेरै राम्रो नेता हुन इन् लाई म सलुट गर्छु ।
1392,0, गगण दाजु तपाईं को ब्क्तब्या कला गजब को छ हरेक तपाईं को शब्द ले आशा पलाउछ तर तर तपा को पाटि ले नै हो त्यो रेणु दहाल लाई जिता को हैनर इ यस्तै प्रबिधि ले गर्दा नि जन्ता म निराशा छाउछ ।
1393,0, गगण दाजु तपाईं को ब्क्तब्या कला गजब को छ हरेक तपाईं को शब्द ले आशा पलाउछ तर तर तपा को पाटि ले नै हो त्यो रेणु दहाल लाई जिता को हैनर इ यस्तै प्रबिधि ले गर्दा नि जन्ता म निराशा छाउछ ।
1394,1, गगण दाजु तपाईं को ब्क्तब्या कला गजब को छ हरेक तपाईं को शब्द ले आशा पलाउछ तर तर तपा को पाटि ले नै हो त्यो रेणु दहाल लाई जिता को हैनर इ यस्तै प्रबिधि ले गर्दा नि जन्ता म निराशा छाउछ ।
1395,0, गगन सर को कुरा सहि छ ।
1396,1, गगन थापा पनि तोडफोड र ढुङ्गा हान्न त सरै सिपालु छ है ।
1397,1, ङगने फत मन्त्रि भन न पयेर chhatpatayera chhaya सर्कर् दय लगेर अअयो के गर्ने बबु Cओन्ग्रेस्स् म सामन्ती हरू मात्रा ।
1398,1, ङगने फत मन्त्रि भन न पयेर chhatpatayera chhaya सर्कर् दय लगेर अअयो के गर्ने बबु Cओन्ग्रेस्स् म सामन्ती हरू मात्रा ।
1399,1, सोझ नेपाली हरू लाई आत्याचार गर्ने तिमी हरू को कुलत् ।
1400,1, देस् मा भर्स्ट्चारी धेरै हुन लायो अहिले को सरकार ठिक छैन अब त म यमाले लाइ भोट मरे पनि दिन्न ।
1401,1, देस् मा भर्स्ट्चारी धेरै हुन लायो अहिले को सरकार ठिक छैन अब त म यमाले लाइ भोट मरे पनि दिन्न ।
1402,0, नेपाली जनताकाे अाशाकाे केन्द्र गगन थापा ।
1403,1, कांग्रेस सहरमुखी होइन गाउँ गाउँ बाट बिचार बिकास स्वास्थ्य शिक्षा को काम गरेर सुधारिने र नेतृत्व फेरेर गगन जस्ता लाई अगाडी बढाउ हामी ले बोकेर ल्याए को हुँडार काठाबादी कम्यूनिष्ट फ़ासिस्ट हुनुभन्दा बिकल्प रोज्नेछन् बेलै मा होस पुर्याउँ ... . ?
1404,1, अब चोन्ग्रेस्स् हाम्रो चौकिदार भुक् ख़ूब भुक् नत्त्र ढाना पानी भन्द होला गर्ल मालिक ले ।
1405,1, प्रचन्ड ले नै बिगारेको छ अहिले नेपाल भर्स्ट्चार बलत्कार हत्या र केपि ले गर्न खोजे पनि प्रचण्ड ले अर्को मोड मा लिन्छ चोर हत्यारा प्रचण्ड नेपाली होइन देशी ईन्डियानि हो तेस् को नेपाली पहिचान कहिले पनि देखाउन खोज्दैना ।
1406,1, प्रचन्ड ले नै बिगारेको छ अहिले नेपाल भर्स्ट्चार बलत्कार हत्या र केपि ले गर्न खोजे पनि प्रचण्ड ले अर्को मोड मा लिन्छ चोर हत्यारा प्रचण्ड नेपाली होइन देशी ईन्डियानि हो तेस् को नेपाली पहिचान कहिले पनि देखाउन खोज्दैना ।
1407,1, साह्रै मातिन थाले यी सो चल्लेद् चोम्मुनिस्त् हरु ।
1408,0, गगन थापा यो देश र जनता ले आशा गरे का प्रतिभावान नेता हुन यीन ले सही बोले ।
1409,0, गगन को कुरो १०० : / : सहि हो ।
1410,0, सहि कुरा गर्नु भयो म लाई मन पर्ने नेता ।
1411,0, गगन थापा जे बोले सबै नेपाली को हित मा बोले !
1412,0, गगन थापा सबै भन्दा पहिला मेरो जय नेपाल तपाईं एउ टा भर पर्दाे र युवा नेता हाे अाशा काे दियाे हाे त्यसैले मेराे शुजाभ तपाई लाई भ्रष्टाचार र बेथिति बारे मा खुलेर बाेल्नुस जाे सुकै हाेस त्यस मा शेरे भएनि कारबाइकाे माग गर्नुस तब अाउने छ पहिलाे पाटि काग्रेश ।
1413,0, गगन थापा सबै भन्दा पहिला मेरो जय नेपाल तपाईं एउ टा भर पर्दाे र युवा नेता हाे अाशा काे दियाे हाे त्यसैले मेराे शुजाभ तपाई लाई भ्रष्टाचार र बेथिति बारे मा खुलेर बाेल्नुस जाे सुकै हाेस त्यस मा शेरे भएनि कारबाइकाे माग गर्नुस तब अाउने छ पहिलाे पाटि काग्रेश ।
1414,1, अब कांग्रेस पनि सडक मा अाउनु पर्याे गफ गरेर भएन ।
1415,0, प्रतिपक्ष मा बसेर मात्र भएन माननीय जि ।
1416,0, सलाम छ गगन थापा ज्यु यसरि नै राम्रो काम गर्दै जानुस ।
1417,0, गगन दाई ले 100% ऋइघ्त् कुरो गर्नु भयो ।
1418,1, गगने गुण्डा ले आफु ले बिगत मा गरे का गुण्डागर्दि को बारे मा बिर्सेपनी हामी ले बिर्से का छैनौं ।
1419,1, कम्न्युस्ट सरकार को विरुद्ध .. एकजुट भएर जनमत सृजना नगरे देश अब को 3 बर्ष मा भियतनाम बन्ने पक्का छ ।
1420,0, गगन थापा ज्यु जय होस जय नेपाल ।
1421,0, गगन जि को कुरा त सहि हो तर प्रति पक्ष ले गनु पने काम कडाइ का साथ गरिए को छैन सरकार ले गरे का नराम्रा काम को बुलन्द रुप मा अावज उठाउनु परो हामी तपाईं को साथ मा छौं ।
1422,0, सबैभन्दा पहिला जय नेपाल गगन दजु र यी आतंककारी हरु मा कुनै दया माया धर्म सस्कार हुदैन ।
1423,0, गगन जी तपाई जनता लागी तपाई बोलनु भयों भने तापै लाई भगवान bhanvhhan ।
1424,1, तिमि हरु सब उस्तै हौ हेरे को हैन र पैले ?
1425,0, युवा नेता भने को युवानै हो 100% सहि भन्नू हो गगन थापा जियु ।
1426,1, प्रचण्ड भ्रष्टाचार हो दिन हरु नजिक आउदै छ गान्दै बस हामी छिटै तेरो घर मा आएर मर्दिने छु जनता को देश हो जनता को ताकत हेर्दै जानु हामी प्रचण्ड लाई यदि सजिलो गरि मर्ने छैन 17हजर मान्छे मरे को छु हामी अन्तर्राष्ट्रिय अदालत म मुद्दा हल्ने छु ।
1427,1, नेपाल को नेता भने को गगन दाई मात्रै हो अरु त सब चोर हो यो कुरा मा कसै लाई संकालग्छ भने मसग बहस गर्न सुजाब दिन्छु ।
1428,1, म कुनै पार्टी को झोले चै हैन तर ।
1429,0, गगन थापा फ्यान चै हु है ।
1430,0, कुरा ठिक हो गगन थापा को ।
1431,0, गगन थापा ज्यु नमस्कार ज्ञानेन्द्र साहि को बारे मा बोलदिनु भयो धन्यवाद ।
1432,0, जन्ता को नेता भने को यस्तो हुनुपर्छ .. ।
1433,0, युवा नेता गगन थापा जिउ लाई धन्यवाद ।
1434,1, बुढा लाई मारेर खाइस अहिले रास्ट्रपति लाज छैन ।
1435,1," राष्ट्रपति लाई बाेल्नै अाउदाे रहेनछ जाबाे यति बाेल्न पनि स्क्रिप्ट लेखेर पढ्नु पर्दाे रहेछ , अनि समसामायिक बिषय मा कसरि बाेल्नु , , साथि हाे अब फलानाे बिषय मा बाेल्नु भयन ढिस्कानाे बिषय मा बाेल्नु भयन भनेर गुनासाे नगर्नु हाेला , , , उहाकाे बाध्यता थाहा पाई हाल्नु भाे हाेला , , ।"
1436,1, पढ्दा त गलत पढ्ने राष्ट्रपती ले शेर बहादुर लाई जे मन लाग्यो तेइ भन्न मिल्छ ?
1437,0," संबिधानसभा को अध्यक्ष माननीय शुभाश चन्द्र नेम्वाङ रे , शुभाश बर्तमान अध्यक्ष हो र ?"
1438,1, राष्ट्रपति जस्तो गरिमामये पद को बेइजत यार ।
1439,1, यसरी ठुला दल का नेता तथा पुर्ब प्रधानमन्त्री भैसके का ब्यक्तिलाइ रास्ट्रपति जस्तो गरिमामय पद मा बसे को मान्छे ले बोल्ने शैली यो होइन म घोर बिरोध गर्दछु ।
1440,0, शेरे बा को बोली बा ले नै मात्र बुझ्नु हुन्छ ।
1441,1, तर यसरी भन्न मजाक उडाउन रास्ट्रपति ले नहुने हो मर्याद बाहिर को कुरो भयो कि. ?
1442,1, तर यसरी भन्न मजाक उडाउन रास्ट्रपति ले नहुने हो मर्याद बाहिर को कुरो भयो कि. ?
1443,1, केपि को झुठो खाए पछि को परिणाम हो ।
1444,1, पर्स्ट उदाहरण हो यो अहङ्कार को राष्टपति जस्तो गरिमामय पद मा बसि कसैकोसारिरिक अपाङ्गता बारे खिल्लि उडाउनु यो भन्दा बिडम्बना अरुके हुनसक्छ यो देश र हामि जनता हरु का लागि ।
1445,1, के राष्ट्रपति ले बोल्ने सैलि तेहि हो कति बर्ष भयो राष्ट्रपति भने को बल्ल सुन्नो देउवा को बोलि एत्रो बर्ष काहाँ गयकिथियौ बिद्या भण्डारी ज्यू ।
1446,1, यो अशिक्षीत को ज्वलन्त ऊदाहारण हो राष्ट्पति को ।
1447,1, नेपाल का नेता हुम भन्ने हरु को मति गुम्दै गयेजस्तो लाग्यो ।
1448,0," सब केपि ले सिकाएछ , यत्रो बर्ष बुझने अहिले नबुझ्ने , तिमी चाइ कुन चाहिँ राम्री होउ र छि छि ।"
1449,1," सब केपि ले सिकाएछ , यत्रो बर्ष बुझने अहिले नबुझ्ने , तिमी चाइ कुन चाहिँ राम्री होउ र छि छि ।"
1450,1, यस्तो सोमत नभा को नी राष्ट्रपति हुन्छ ।
1451,1, देश यसरी नै मजाक मा नै चलि राखे को छ ।
1452,1, नेता को बोलि नबुझ्ने बिधा ले के जनता को बोलि बुझ्थीर ऑपाङ्ग आखा नदेख्ने बैहिरा र स्पस्ट बोल्न नसक्ने चाहे नेता होस वा जनता उहा को बोलि बिचार को अपमान गरेर हासो मा उडाउने पाखण्डि ले प्रजातन्त्र को अबिग्या गरे को छ थुक्क ।
1453,1, नेता को बोलि नबुझ्ने बिधा ले के जनता को बोलि बुझ्थीर ऑपाङ्ग आखा नदेख्ने बैहिरा र स्पस्ट बोल्न नसक्ने चाहे नेता होस वा जनता उहा को बोलि बिचार को अपमान गरेर हासो मा उडाउने पाखण्डि ले प्रजातन्त्र को अबिग्या गरे को छ थुक्क ।
1454,1, नेता को बोलि नबुझ्ने बिधा ले के जनता को बोलि बुझ्थीर ऑपाङ्ग आखा नदेख्ने बैहिरा र स्पस्ट बोल्न नसक्ने चाहे नेता होस वा जनता उहा को बोलि बिचार को अपमान गरेर हासो मा उडाउने पाखण्डि ले प्रजातन्त्र को अबिग्या गरे को छ थुक्क ।
1455,1," हास्यास्पद गणतन्त्र रास्ट्रपति जस्तो गरिमामय पद मा बसेर 4 पटक प्रधानमन्त्री भैसके को ब्याक्ती लाई हासो मा उडाउनु सार्वजनिक स्थान मा कत्ति को उचित अनुचित यो गणतन्त्र हैन राणी को सभा हो , र राणि कै देश पनि भयो अन्य प्रगति त के होला भन्नू र ?"
1456,1, लाज नभा की रास्ट्रपती मदन भन्डारी लाई स का को तेसै हो र ।
1457,1, रास्ट पति को यहि हो बोल्ने सबे थुक यक नारि भयर त लाई त मत च्यातेर रास्ट पति बना को केपि ले हो तेहि पछि तै ले आफनो सिरिमान को हत्या गरे को हुन सक्छ ।
1458,1, हामी जनता भेदा नै हो तपाईं लाई रास्ट्रपति बनायर ।
1459,1, यस्ता नेता हरु ले त चिहान तताउने बेल हो ।
1460,1, तिमी जस्ता नारी यो देश को राष्ट्रपति भन्न पनि लाज हुन्छ आफैलाइ आफ्नै श्रीमान को हत्या गर्ने जाठी थुलो कुरा किन लाज छैन ।
1461,1, तिमी जस्ता नारी यो देश को राष्ट्रपति भन्न पनि लाज हुन्छ आफैलाइ आफ्नै श्रीमान को हत्या गर्ने जाठी थुलो कुरा किन लाज छैन ।
